день,группа,предмет,сложность,температура,осадки,тип погоды,количество пар,номера пар,успеваемость,процент посещаемости
Четверг,12,Маркетинг и менеджмент в сфере услуг,3,3,True,град,3,"[1, 2, 4]",34,47
Вторник,8,Тестирование программных продуктов,4,-4,False,туман,5,"[1, 2, 3, 4, 5]",20,51
Четверг,5,Информатика,5,14,False,солнечно,5,"[1, 2, 3, 4, 5]",31,69
Вторник,14,Проектно-исследовательская деятельность,4,28,False,пасмурно,4,"[2, 3, 4, 5]",31,59
Вторник,6,Криптография,5,10,True,град,3,"[3, 4, 5]",22,46
Среда,2,Проектирование информационных систем,4,4,False,туман,2,"[2, 5]",28,50
Понедельник,8,Администрирование систем защиты,5,17,False,солнечно,2,"[2, 5]",21,55
Суббота,14,Организация обслуживания в гостиницах,3,25,False,ветер,2,"[2, 5]",69,82
Пятница,14,Основы информационных технологий,4,-5,True,дождь,5,"[1, 2, 3, 4, 5]",20,30
Суббота,15,Проектно-исследовательская деятельность,4,13,False,туман,2,"[4, 5]",20,44
Вторник,10,Диагностика и ремонт оборудования,4,13,False,солнечно,4,"[1, 3, 4, 5]",36,72
Пятница,3,Проектно-исследовательская деятельность,4,34,False,ветер,2,"[4, 5]",20,37
Суббота,2,Математика,5,2,True,снег,3,"[1, 2, 4]",20,30
Четверг,4,Архитектура компьютеров,4,34,True,снег,5,"[1, 2, 3, 4, 5]",20,32
Вторник,16,Маркетинг и менеджмент в сфере услуг,3,13,False,солнечно,4,"[1, 3, 4, 5]",73,88
Пятница,3,Проектно-исследовательская деятельность,4,33,True,снег,5,"[1, 2, 3, 4, 5]",20,30
Суббота,9,Маркетинг и менеджмент в сфере услуг,3,21,True,град,3,"[3, 4, 5]",35,53
Вторник,11,Конфигурирование и администрирование сетей,5,33,False,туман,4,"[1, 2, 3, 5]",23,58
Четверг,14,Методы и средства защиты информации,5,16,False,пасмурно,3,"[3, 4, 5]",20,53
Понедельник,2,Математика,5,34,False,туман,4,"[2, 3, 4, 5]",21,59
Четверг,5,Эксплуатация компьютерных сетей,4,30,False,ветер,2,"[2, 4]",20,51
Суббота,14,Проектно-исследовательская деятельность,4,20,True,дождь,2,"[3, 4]",23,51
Четверг,5,Основы туризма и гостеприимства,3,17,False,туман,2,"[1, 2]",54,75
Пятница,6,Математические основы информатики,4,20,False,солнечно,3,"[1, 3, 5]",33,71
Вторник,1,Диагностика и ремонт оборудования,4,22,False,туман,3,"[1, 3, 4]",27,60
Четверг,8,Разработка программного обеспечения,5,0,False,ветер,3,"[1, 3, 4]",25,61
Пятница,2,Физика,4,15,False,ветер,4,"[1, 2, 4, 5]",27,58
Пятница,7,Естествознание,3,10,False,туман,4,"[1, 3, 4, 5]",54,75
Пятница,9,Конфигурирование и администрирование сетей,5,-2,False,пасмурно,4,"[1, 2, 4, 5]",20,58
Суббота,3,Литература,3,21,True,дождь,1,[5],36,50
Среда,1,Архитектура компьютеров,4,28,False,туман,5,"[1, 2, 3, 4, 5]",23,50
Пятница,13,Естествознание,3,35,False,пасмурно,3,"[2, 3, 4]",39,63
Среда,8,Геометрия,4,-5,True,дождь,2,"[2, 3]",20,47
Четверг,5,Основы туризма и гостеприимства,3,11,False,пасмурно,3,"[1, 2, 4]",56,71
Понедельник,13,Архитектура компьютеров,4,-3,False,пасмурно,3,"[1, 3, 5]",20,51
Понедельник,9,Методы и средства защиты информации,5,17,False,ветер,5,"[1, 2, 3, 4, 5]",28,64
Пятница,9,Безопасность сетей,5,29,False,ветер,4,"[1, 3, 4, 5]",31,54
Четверг,8,Русский язык,3,19,True,снег,3,"[1, 2, 5]",37,59
Пятница,3,Диагностика и ремонт оборудования,4,35,False,ветер,3,"[2, 4, 5]",20,40
Пятница,4,Основы туризма и гостеприимства,3,19,False,туман,2,"[2, 4]",68,81
Понедельник,6,Эксплуатация компьютерных сетей,4,23,False,туман,2,"[1, 3]",29,58
Среда,9,Основы сетевых технологий,4,22,False,туман,5,"[1, 2, 3, 4, 5]",41,75
Суббота,9,Виртуализация и облачные технологии,4,15,False,солнечно,3,"[2, 3, 4]",20,54
Среда,11,Сетевые операционные системы,4,29,False,солнечно,5,"[1, 2, 3, 4, 5]",24,66
Понедельник,2,Маркетинг и менеджмент в сфере услуг,3,23,False,ветер,4,"[1, 2, 4, 5]",55,72
Пятница,13,Виртуализация и облачные технологии,4,16,True,дождь,2,"[2, 5]",20,38
Суббота,3,Физика,4,26,True,дождь,2,"[2, 5]",20,33
Понедельник,12,Виртуализация и облачные технологии,4,13,False,солнечно,5,"[1, 2, 3, 4, 5]",20,56
Вторник,16,Сетевые операционные системы,4,5,False,солнечно,3,"[1, 2, 3]",42,70
Пятница,1,Веб-технологии,4,33,False,туман,3,"[2, 3, 4]",20,34
Четверг,2,Литература,3,-1,False,солнечно,4,"[1, 3, 4, 5]",63,76
Вторник,2,Безопасность сетей,5,6,False,ветер,5,"[1, 2, 3, 4, 5]",38,70
Понедельник,9,Физика,4,28,False,ветер,3,"[2, 4, 5]",28,58
Четверг,15,Виртуализация и облачные технологии,4,0,False,пасмурно,2,"[3, 5]",20,46
Четверг,4,Диагностика и ремонт оборудования,4,-3,True,град,2,"[1, 5]",20,43
Среда,12,Безопасность операционных систем и сетей,5,26,False,пасмурно,5,"[1, 2, 3, 4, 5]",33,67
Среда,1,Разработка программного обеспечения,5,27,False,туман,3,"[1, 3, 4]",27,69
Понедельник,14,Системное администрирование,4,13,False,солнечно,2,"[4, 5]",20,67
Четверг,4,Диагностика и ремонт оборудования,4,7,False,солнечно,5,"[1, 2, 3, 4, 5]",28,54
Понедельник,11,Эксплуатация компьютерных сетей,4,23,False,ветер,3,"[3, 4, 5]",25,54
Суббота,5,История,2,-4,True,дождь,2,"[3, 4]",39,50
Понедельник,16,Основы информационных технологий,4,4,False,солнечно,2,"[1, 4]",33,60
Вторник,12,Эксплуатация компьютерных сетей,4,13,False,туман,3,"[1, 3, 4]",33,65
Четверг,10,История,2,35,False,туман,5,"[1, 2, 3, 4, 5]",46,65
Среда,5,Базы данных,4,-4,False,туман,4,"[1, 2, 3, 5]",20,48
Суббота,10,Безопасность операционных систем и сетей,5,23,False,солнечно,1,[3],20,35
Среда,10,История,2,20,True,дождь,5,"[1, 2, 3, 4, 5]",47,61
Понедельник,14,Маркетинг и менеджмент в сфере услуг,3,28,False,туман,5,"[1, 2, 3, 4, 5]",59,90
Пятница,14,Конфигурирование и администрирование сетей,5,-5,True,град,5,"[1, 2, 3, 4, 5]",20,30
Четверг,15,Основы программирования,5,34,True,снег,5,"[1, 2, 3, 4, 5]",20,30
Вторник,14,Сетевые операционные системы,4,29,False,пасмурно,2,"[2, 5]",20,44
Пятница,14,Базы данных,4,23,False,ветер,2,"[1, 3]",26,57
Вторник,12,Администрирование систем защиты,5,27,False,солнечно,4,"[1, 2, 3, 5]",32,65
Вторник,8,Литература,3,30,False,ветер,4,"[1, 2, 3, 4]",53,77
Среда,8,Тестирование программных продуктов,4,17,True,дождь,3,"[1, 3, 5]",20,30
Среда,11,Информатика,5,13,True,град,2,"[2, 5]",32,57
Среда,8,Основы туризма и гостеприимства,3,24,False,ветер,4,"[1, 2, 4, 5]",69,89
Понедельник,8,Обществознание,2,27,True,град,2,"[1, 2]",50,66
Пятница,1,Операционные системы,4,30,True,дождь,5,"[1, 2, 3, 4, 5]",20,40
Среда,15,Основы сетевых технологий,4,7,False,туман,5,"[1, 2, 3, 4, 5]",29,70
Среда,11,Диагностика и ремонт оборудования,4,21,True,снег,3,"[1, 3, 5]",20,38
Вторник,13,Маркетинг и менеджмент в сфере услуг,3,0,True,дождь,4,"[2, 3, 4, 5]",44,51
Понедельник,2,Методы и средства защиты информации,5,3,False,солнечно,5,"[1, 2, 3, 4, 5]",30,70
Суббота,3,Методы и средства защиты информации,5,27,False,пасмурно,1,[5],32,55
Среда,1,История,2,5,False,пасмурно,4,"[1, 3, 4, 5]",66,77
Суббота,1,Математические основы информатики,4,9,False,солнечно,2,"[2, 5]",24,58
Понедельник,14,Архитектура компьютеров,4,0,False,туман,5,"[1, 2, 3, 4, 5]",32,66
